"nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"nm0000727","Percy Adlon",1935,NA,"director,writer,producer","tt0082225,tt0095801,tt0108636,tt0090377"
"nm0000728","Mario Adorf",1930,NA,"actor,soundtrack,writer","tt0103432,tt0078875,tt0112154,tt0067315"
"nm0000729","Casey Affleck",1975,NA,"actor,producer,writer","tt0443680,tt0452623,tt4034228,tt0240772"
"nm0000730","John Agar",1921,2002,"actor,music_department","tt0041841,tt0049516,tt0052929,tt0040369"
"nm0000731","Brian Aherne",1902,1986,"actor,soundtrack","tt0036203,tt0030442,tt0045897,tt0057547"
"nm0000732","Danny Aiello",1933,2019,"actor,producer,soundtrack","tt0093565,tt0110413,tt0097216,tt0102070"
"nm0000733","Anouk Aimée",1932,NA,"actress","tt0056801,tt0055093,tt0061138,tt0053779"
"nm0000734","Eddie Albert",1906,2005,"actor,soundtrack,producer","tt0058808,tt0046250,tt0068687,tt0071771"
"nm0000735","Brian Aldiss",1925,2017,"writer,actor","tt0432260,tt1590816,tt0099612,tt0212720"
"nm0000736","Robert Aldrich",1918,1983,"director,assistant_director,producer","tt0070030,tt0071771,tt0056687,tt0061578"
"nm0000737","Jane Alexander",1939,NA,"actress,producer,soundtrack","tt0124315,tt0074119,tt0079417,tt0298130"
"nm0000738","Muhammad Ali",1942,2016,"actor,soundtrack,writer","tt0076111,tt0077003,tt0056406,tt0118147"
"nm0000739","Debbie Allen",1950,NA,"actress,producer,director","tt0118607,tt0096684,tt0413573,tt0083412"
"nm0000740","Irwin Allen",1916,1991,"writer,producer,director","tt0069113,tt0044009,tt0057798,tt0072308"
"nm0000741","Tim Allen",1953,NA,"actor,producer,miscellaneous","tt0111070,tt0101120,tt0114709,tt0177789"
"nm0000742","June Allyson",1917,2006,"actress,soundtrack","tt0040876,tt0049578,tt0046963,tt0041928"
"nm0000743","Néstor Almendros",1930,1992,"cinematographer,director,actor","tt0079417,tt0080453,tt0084707,tt0077405"
"nm0000744","Maria Conchita Alonso",1957,NA,"actress,soundtrack,producer","tt0092997,tt1186370,tt0093894,tt0100403"
"nm0000745","Carol Alt",1960,NA,"actress,producer,executive","tt1859650,tt0161942,tt0112829,tt0119951"
"nm0000746","Trini Alvarado",1967,NA,"actress,soundtrack","tt0100691,tt0110367,tt11324406,tt0116365"
"nm0000747","Don Ameche",1908,1993,"actor,soundtrack,director","tt0086465,tt0035979,tt0107131,tt0088933"
"nm0000748","Leon Ames",1902,1993,"actor,soundtrack","tt0043880,tt0037059,tt0066473,tt0091738"
"nm0000749","Mädchen Amick",1970,NA,"actress,director,producer","tt0098936,tt0109665,tt5420376,tt0105665"
"nm0000750","Jon Amiel",1948,NA,"director,producer,script_department","tt0137494,tt0298814,tt0112722,tt0100822"
"nm0000751","Suzy Amis",1962,NA,"actress,producer,soundtrack","tt0106350,tt0120338,tt0114814,tt0109303"
"nm0000752","Judith Anderson",1897,1992,"actress,soundtrack","tt0032976,tt0088170,tt0051459,tt0037008"
"nm0000753","Juliet Anderson",1938,2010,"actress,director,producer","tt0082069,tt0082707,tt0265023,tt0183031"
"nm0000754","Kevin Anderson",1960,NA,"actor,soundtrack,stunts","tt0413895,tt0093683,tt0102945,tt0118411"
"nm0000755","Lindsay Anderson",1923,1994,"director,actor,writer","tt0057578,tt0063850,tt0070464,tt0083694"
"nm0000756","Loni Anderson",1945,NA,"actress,soundtrack","tt0120770,tt0077097,tt0086379,tt0118539"
"nm0000757","Melissa Sue Anderson",1962,NA,"actress,producer,soundtrack","tt0082498,tt0088513,tt0071007,tt0463850"
"nm0000758","Melody Anderson",1955,NA,"actress","tt0091055,tt0080745,tt0098369,tt0082242"
"nm0000759","Paul Thomas Anderson",1970,NA,"director,writer,producer","tt11271038,tt0469494,tt0118749,tt0272338"
"nm0000760","Richard Dean Anderson",1950,NA,"actor,producer,soundtrack","tt0374455,tt0088559,tt0118480,tt0929629"
"nm0000761","Bibi Andersson",1935,2019,"actress,soundtrack","tt0050976,tt0050986,tt0060827,tt0837106"
"nm0000762","Anthony Andrews",1948,NA,"actor,producer,soundtrack","tt0083390,tt0084637,tt0088322,tt1504320"
"nm0000763","Dana Andrews",1909,1992,"actor,soundtrack","tt0036868,tt0037008,tt0037691,tt0050766"
"nm0000764","André René Roussimoff",1946,1993,"actor","tt0093779,tt0261495,tt0250824,tt0071054"
"nm0000765","Pier Angeli",1932,1971,"actress,soundtrack","tt0044112,tt0058947,tt0056504,tt0049778"
"nm0000766","Theodoros Angelopoulos",1935,2012,"director,writer,producer","tt0096288,tt0114863,tt0081148,tt0156794"
"nm0000767","Jean-Hugues Anglade",1955,NA,"actor,director,writer","tt0090563,tt0100263,tt0364045,tt0110963"
"nm0000768","Francesca Annis",1945,NA,"actress","tt0085811,tt0087182,tt0375920,tt0077042"
"nm0000769","Susan Anspach",1942,2018,"actress,soundtrack","tt0069097,tt0065724,tt0069808,tt0082770"
"nm0000770","David Anspaugh",1946,NA,"producer,director","tt0108002,tt0081873,tt4196848,tt0091217"
"nm0000771","Lysette Anthony",1963,NA,"actress,producer","tt0099363,tt0104466,tt0112896,tt0085811"
"nm0000772","Susan Anton",1950,NA,"actress,soundtrack,producer","tt0087032,tt0079225,tt0096542,tt0078694"
"nm0000773","Laura Antonelli",1941,2015,"actress","tt0082883,tt0074686,tt0071844,tt0070358"
"nm0000774","Michelangelo Antonioni",1912,2007,"writer,director,editor","tt0053619,tt0047821,tt0073580,tt0060176"
"nm0000775","Christina Applegate",1971,NA,"actress,producer,soundtrack","tt4651520,tt0253867,tt0101757,tt0092400"
"nm0000776","Michael Apted",1941,2021,"director,producer,miscellaneous","tt0157583,tt1734493,tt0143145,tt0384766"
"nm0000777","Gregg Araki",1959,NA,"writer,director,producer","tt2238050,tt0094134,tt0370986,tt1523483"
"nm0000778","Alfonso Arau",1932,NA,"actor,director,writer","tt2380307,tt0114887,tt0092086,tt0103994"
"nm0000779","Roscoe 'Fatty' Arbuckle",1887,1933,"actor,director,writer","tt0007819,tt0007761,tt0009123,tt0012382"
"nm0000780","Denys Arcand",1941,NA,"writer,director,actor","tt0090985,tt0097635,tt0338135,tt7231342"
"nm0000781","Eve Arden",1908,1990,"actress,soundtrack","tt0037913,tt0044287,tt0052561,tt0077631"
"nm0000782","Asia Argento",1975,NA,"actress,director,writer","tt0804507,tt0418819,tt0295701,tt0368774"
"nm0000783","Dario Argento",1940,NA,"writer,director,producer","tt0073582,tt0093677,tt0087909,tt0065143"
"nm0000784","Pedro Armendáriz",1912,1963,"actor,producer","tt0040064,tt0040369,tt0057076,tt0037981"
"nm0000785","Alison Armitage",1965,NA,"actress","tt0155425,tt0180339,tt0116695,tt0105930"
"nm0000786","George Armitage",1942,NA,"producer,writer,director","tt0075393,tt0065760,tt0100143,tt0119229"
"nm0000787","Bess Armstrong",1953,NA,"actress","tt0108872,tt0085750,tt0085678,tt0082405"
"nm0000788","Gillian Armstrong",1950,NA,"director,producer,writer","tt0117206,tt0079596,tt0110367,tt0245046"
"nm0000789","Desi Arnaz",1917,1986,"producer,actor,production_manager","tt1243974,tt0043208,tt0041475,tt0047191"
"nm0000790","James Arness",1923,2011,"actor,producer,miscellaneous","tt0092527,tt0047573,tt0047736,tt0044121"
"nm0000791","Jack Arnold",1912,1992,"director,producer,writer","tt0043138,tt0050539,tt2402723,tt0046876"
"nm0000792","Tom Arnold",1959,NA,"actor,producer,writer","tt0117768,tt0119640,tt0242445,tt0111503"
"nm0000793","Alexis Arquette",1969,2016,"actress,art_department,producer","tt0144120,tt0160862,tt0110912,tt0283003"
"nm0000794","Lewis Arquette",1935,2001,"actor,writer,producer","tt0185431,tt0078966,tt0118111,tt0098439"
"nm0000795","Jean Arthur",1900,1991,"actress,soundtrack","tt0046303,tt0036172,tt0030993,tt0031679"
"nm0000796","Dana Ashbrook",1967,NA,"actor,writer","tt0098936,tt0095990,tt5334704,tt0105665"
"nm0000797","Hal Ashby",1929,1988,"director,editorial_department,actor","tt0078841,tt0061811,tt0077362,tt0067185"
"nm0000798","Linden Ashby",1960,NA,"actor,director","tt0111756,tt1567432,tt0432021,tt0113855"
"nm0000799","Edward Asner",1929,2021,"actor,producer,soundtrack","tt0061619,tt0319343,tt1049413,tt0065314"
"nm0000800","Armand Assante",1949,NA,"actor,producer,soundtrack","tt0765429,tt0116441,tt0113492,tt0104802"
"nm0000801","Olivier Assayas",1955,NA,"writer,director,producer","tt2452254,tt4714782,tt0401711,tt1321865"
"nm0000802","Mary Astor",1906,1987,"actress,soundtrack","tt0034428,tt0033870,tt0033677,tt0035169"
"nm0000803","Christopher Atkins",1961,NA,"actor,writer,producer","tt0084504,tt0086011,tt0493406,tt0080453"
"nm0000804","Stéphane Audran",1932,2018,"actress,soundtrack","tt0064106,tt0092603,tt0068361,tt0062728"
"nm0000805","Claudine Auger",1941,2019,"actress","tt0080718,tt0092995,tt0059800,tt1369743"
"nm0000806","Bille August",1948,NA,"director,writer,cinematographer","tt0107151,tt0119683,tt0093713,tt0257215"
"nm0000807","Jane Austen",1775,1817,"writer","tt0114388,tt0116191,tt0414387,tt13456318"
"nm0000808","Paul Auster",1947,NA,"writer,director,producer","tt0125879,tt0114478,tt3350042,tt0479074"
"nm0000809","Daniel Auteuil",1950,NA,"actor,director,writer","tt0243493,tt0091288,tt0387898,tt1473063"
"nm0000810","Gene Autry",1907,1998,"soundtrack,actor,producer","tt0027361,tt0042110,tt0034106,tt0032987"
"nm0000811","Frankie Avalon",1940,NA,"soundtrack,actor,producer","tt0059726,tt0112641,tt0077631,tt0058953"
"nm0000812","Roger Avary",1965,NA,"writer,producer,director","tt0105236,tt0442933,tt0110912,tt0110265"
"nm0000813","Tex Avery",1908,1980,"director,actor,writer","tt0033260,tt0038702,tt0038595,tt0032243"
"nm0000814","John G. Avildsen",1935,2017,"director,editor,cinematographer","tt0100507,tt0097647,tt0075148,tt0087538"
"nm0000815","Mili Avital",1972,NA,"actress,director,editor","tt0112817,tt0181199,tt0120723,tt0111282"
"nm0000816","Jon Avnet",1949,NA,"producer,director,writer","tt0118055,tt0086200,tt0947798,tt0101921"
"nm0000817","Lew Ayres",1908,1996,"actor,soundtrack,director","tt0020629,tt0030241,tt0040495,tt0069768"
"nm0000818","Shabana Azmi",1950,NA,"actress,music_department","tt2792284,tt0083578,tt0116308,tt5286444"
"nm0000819","Barbara Bach",1946,NA,"actress,soundtrack","tt0077572,tt0076752,tt0080058,tt0064750"
"nm0000820","Burt Bacharach",1928,NA,"soundtrack,music_department,composer","tt0082031,tt0119738,tt0064115,tt0145660"
"nm0000821","Amitabh Bachchan",1942,NA,"actor,producer,writer","tt5571734,tt0213890,tt0375611,tt0337578"
"nm0000822","Jim Backus",1913,1989,"actor,writer,soundtrack","tt0057193,tt0048545,tt0057681,tt0057751"
"nm0000823","Angelo Badalamenti",1937,NA,"music_department,composer,soundtrack","tt0116922,tt0344510,tt0105665,tt0166924"
"nm0000824","John Badham",1939,NA,"director,producer,actor","tt0086567,tt0076666,tt0091949,tt0094025"
"nm0000825","Mary Badham",1952,NA,"actress","tt0056592,tt0052520,tt0061089,tt0060626"
"nm0000826","Jane Badler",1953,NA,"actress,producer,soundtrack","tt4054004,tt0086822,tt0085106,tt4244730"
"nm0000827","Maxine Bahns",1971,NA,"actress","tt8558774,tt0112585,tt0117628,tt6517320"
"nm0000828","Barbara Bain",1931,NA,"actress,soundtrack","tt0270197,tt0072564,tt0060009,tt8717656"
"nm0000829","Stuart Baird",1947,NA,"editor,editorial_department,director","tt0253754,tt0078346,tt0381061,tt1074638"
"nm0000830","Oksana Baiul",1977,NA,"actress","tt7462076,tt0243458,tt0115101,tt0118186"
"nm0000832","Diane Baker",1938,NA,"actress,producer,production_manager","tt0102926,tt0115798,tt0058329,tt0057426"
"nm0000833","Joe Don Baker",1936,NA,"actor,production_manager,miscellaneous","tt0113189,tt0116996,tt0112715,tt0093428"
"nm0000834","Kathy Baker",1950,NA,"actress,producer","tt0099487,tt0103512,tt0159365,tt1315216"
"nm0000835","Ralph Bakshi",1938,NA,"director,animation_department,producer","tt0085542,tt0076929,tt0068612,tt0077869"
"nm0000836","Scott Bakula",1954,NA,"actor,producer,soundtrack","tt1291580,tt0169547,tt0096684,tt0244365"
"nm0000837","Bob Balaban",1945,NA,"actor,director,producer","tt0280707,tt0379725,tt0075860,tt0310281"
"nm0000838","Daniel Baldwin",1960,NA,"actor,director,producer","tt0758751,tt1830617,tt0368479,tt1600194"
"nm0000839","Ina Balin",1937,1990,"actress,writer,producer","tt0076984,tt0054757,tt0053841,tt0058456"
"nm0000840","Lucille Ball",1911,1989,"actress,producer,production_manager","tt0055686,tt0047191,tt0062570,tt0043208"
"nm0000841","Michael Ballhaus",1935,2017,"cinematographer,director,actor","tt0217505,tt0099685,tt0103874,tt0106226"
"nm0000842","Martin Balsam",1919,1996,"actor","tt0050083,tt0074119,tt0054215,tt0059798"
"nm0000843","Anne Bancroft",1931,2005,"actress,soundtrack,director","tt0056241,tt0076843,tt0119223,tt0061722"
"nm0000844","Tamasaburô Bandô",1950,NA,"actor,director,writer","tt0184507,tt0079041,tt0108639,tt0230866"
"nm0000845","Tallulah Bankhead",1902,1968,"actress","tt0059106,tt0022814,tt0037017,tt0038040"
"nm0000846","Ian Bannen",1928,1999,"actor","tt0059183,tt0112573,tt0166396,tt0093209"
"nm0000847","Theda Bara",1885,1955,"actress,writer","tt0007769,tt0005100,tt0009792,tt0005339"
"nm0000848","Olivia Barash",1965,NA,"actress,soundtrack,producer","tt0087995,tt0090213,tt0083412,tt0101761"
"nm0000849","Javier Bardem",1969,NA,"actor,producer,soundtrack","tt0477348,tt1164999,tt0369702,tt1074638"
"nm0000850","Clive Barker",1952,NA,"writer,producer,actor","tt0103919,tt0093177,tt0100260,tt0095294"
"nm0000851","Lex Barker",1919,1973,"actor","tt0058751,tt0045220,tt0059915,tt0043025"
"nm0000852","Jean-Marc Barr",1960,NA,"actor,producer,director","tt0178721,tt1692227,tt0095250,tt1462411"
"nm0000853","Bruno Barreto",1955,NA,"director,producer,writer","tt0119815,tt0179170,tt2217458,tt0077452"
"nm0000854","Majel Barrett",1932,2008,"actress,producer,writer","tt0117731,tt0111280,tt0253754,tt0070909"
"nm0000855","Raymond J. Barry",1939,NA,"actor","tt0106856,tt0139654,tt0305711,tt0841046"
"nm0000856","Ethel Barrymore",1879,1959,"actress","tt0038975,tt0039694,tt0041746,tt0037135"
"nm0000857","John Drew Barrymore",1932,2004,"actor,director","tt0055866,tt0055855,tt0134061,tt0059069"
"nm0000858","John Barrymore",1882,1942,"actor,soundtrack,writer","tt0022958,tt0025919,tt0017667,tt0022454"
"nm0000859","Lionel Barrymore",1878,1954,"actor,director,soundtrack","tt0030993,tt0040506,tt0038650,tt0021885"
"nm0000860","Paul Bartel",1938,2000,"actor,director,writer","tt0098261,tt0114814,tt0116225,tt0083869"
"nm0000861","Freddie Bartholomew",1924,1992,"producer,actor,soundtrack","tt0026266,tt0028691,tt0030368,tt0036061"
"nm0000862","Robin Bartlett",1951,NA,"actress,miscellaneous","tt1130884,tt0120632,tt2042568,tt0097722"
"nm0000863","Billy Barty",1924,2000,"actor,soundtrack,director","tt0093507,tt0096446,tt0089469,tt0083254"
"nm0000864","Mikhail Baryshnikov",1948,NA,"actor,producer,miscellaneous","tt0076843,tt0090319,tt0101606,tt0136439"
"nm0000865","Richard Basehart",1914,1984,"actor,director","tt0043560,tt0049513,tt0057798,tt0047528"
"nm0000866","Saul Bass",1920,1996,"miscellaneous,art_department,director","tt0063804,tt0053125,tt0086162,tt0070531"
"nm0000867","Jason Bateman",1969,NA,"actor,producer,director","tt0467406,tt2170299,tt0367279,tt2948356"
"nm0000868","Justine Bateman",1966,NA,"actress,producer,soundtrack","tt0367279,tt6662050,tt0083413,tt6852672"
"nm0000869","Alan Bates",1934,2003,"actor,soundtrack,producer","tt0164184,tt0265349,tt0066579,tt0280707"
"nm0000870","Kathy Bates",1948,NA,"actress,director,soundtrack","tt0257360,tt0120338,tt0109642,tt0100157"
"nm0000871","Randall Batinkoff",1968,NA,"actor,producer,director","tt2357144,tt0103893,tt0119822,tt0119874"
"nm0000872","Patrick Bauchau",1938,NA,"actor,writer,producer","tt0090264,tt0115320,tt0258000,tt0319969"
"nm0000873","Belinda Bauer",1950,NA,"actress","tt0098546,tt0090066,tt0085549,tt0100502"
"nm0000874","Steven Bauer",1956,NA,"actor,producer,soundtrack","tt0086250,tt0181865,tt1769323,tt0117381"
"nm0000875","L. Frank Baum",1856,1919,"writer,producer,miscellaneous","tt0004207,tt0000679,tt0089908,tt0032138"
"nm0000876","Noah Baumbach",1969,NA,"writer,director,producer","tt2347569,tt2872462,tt7653254,tt0367089"
"nm0000877","Lamberto Bava",1944,NA,"director,assistant_director,producer","tt0090930,tt0088100,tt0089013,tt0101493"
"nm0000878","Mario Bava",1914,1980,"cinematographer,special_effects,director","tt0067656,tt0059792,tt0055022,tt0068863"
"nm0000879","Anne Baxter",1923,1985,"actress,soundtrack,producer","tt0035015,tt0038873,tt0042192,tt0049833"
"nm0000880","Meredith Baxter",1947,NA,"actress,soundtrack,producer","tt0083413,tt0105833,tt0073992,tt0074119"
"nm0000881","Michael Bay",1965,NA,"producer,director,actor","tt0120591,tt2109248,tt0418279,tt1055369"
"nm0000882","Nathalie Baye",1948,NA,"actress,soundtrack","tt0204709,tt0174330,tt1650048,tt0264464"
"nm0000883","Stephanie Beacham",1947,NA,"actress,soundtrack","tt0068505,tt0452643,tt0096698,tt0081856"
"nm0000884","Jennifer Beals",1963,NA,"actress,producer,soundtrack","tt0113101,tt0085549,tt1037705,tt0088851"
"nm0000885","Ned Beatty",1937,2021,"actor,soundtrack","tt0074958,tt0068473,tt0078346,tt0822854"
"nm0000886","Warren Beatty",1937,NA,"actor,soundtrack,producer","tt0061418,tt0082979,tt0118798,tt0077663"
"nm0000887","Harold Becker",1928,NA,"director,producer,cinematographer","tt0120749,tt0098273,tt0107497,tt0249478"
"nm0000888","Meret Becker",1969,NA,"actress,composer,soundtrack","tt0408306,tt0111613,tt0128133,tt0111183"
"nm0000889","Bonnie Bedelia",1948,NA,"actress,soundtrack","tt0095016,tt0085656,tt0099423,tt0100404"
"nm0000890","Noah Beery Jr.",1913,1994,"actor,soundtrack","tt0031762,tt0040724,tt0070895,tt0071042"
"nm0000891","Wallace Beery",1885,1949,"actor,director,soundtrack","tt0025948,tt0040271,tt0022958,tt0023948"
"nm0000892","Jason Beghe",1960,NA,"actor,producer","tt0095652,tt0119173,tt0103074,tt1458175"
"nm0000893","Ed Begley Jr.",1949,NA,"actor,producer,director","tt0310281,tt0910936,tt1178663,tt1289401"
"nm0000894","Jean-Jacques Beineix",1946,2022,"assistant_director,producer,director","tt0104473,tt0098226,tt0090563,tt0082269"
"nm0000895","Barbara Bel Geddes",1922,2005,"actress,soundtrack","tt0077000,tt0052357,tt0042832,tt0040221"
"nm0000896","Harry Belafonte",1927,NA,"soundtrack,actor,producer","tt0053454,tt0116745,tt0308055,tt7349662"
"nm0000897","Ralph Bellamy",1904,1991,"actor,soundtrack","tt0032599,tt0028597,tt0086465,tt0034398"
"nm0000898","Kathleen Beller",1956,NA,"actress","tt0081856,tt0084749,tt0071562,tt0077952"
"nm0000899","Monica Bellucci",1964,NA,"actress,soundtrack","tt0465602,tt0242653,tt0213847,tt0234215"
"nm0000900","Pamela Bellwood",1944,NA,"actress","tt0081485,tt0081856,tt0075359,tt0075648"
"nm0000901","Jean-Paul Belmondo",1933,2021,"actor,producer,stunts","tt0053472,tt0061452,tt0055082,tt0059592"
"nm0000902","Jim Belushi",1954,NA,"actor,music_department,producer","tt0097637,tt0072562,tt0086465,tt0095963"
"nm0000903","Brian Benben",1956,NA,"actor,producer,writer","tt0110939,tt0167547,tt0099817,tt0098780"
"nm0000904","William Bendix",1906,1964,"actor,soundtrack,writer","tt0034798,tt0044863,tt0037017,tt0038369"
"nm0000905","Roberto Benigni",1952,NA,"actor,writer,director","tt0090967,tt0419198,tt0102164,tt0118799"
"nm0000906","Annette Bening",1958,NA,"actress,soundtrack,executive","tt4385888,tt0842926,tt0099703,tt0169547"
"nm0000907","Richard Benjamin",1938,NA,"actor,director,producer","tt0118954,tt0065636,tt0070291,tt0070909"
"nm0000908","David Bennent",1966,NA,"actor","tt0303457,tt0085289,tt0089469,tt0078875"
"nm0000909","Constance Bennett",1904,1965,"actress,soundtrack,producer","tt0021825,tt0029682,tt0024506,tt0023786"
"nm0000910","Joan Bennett",1910,1990,"actress,soundtrack","tt0048801,tt0059978,tt0033873,tt0076786"
"nm0000911","Nigel Bennett",1949,NA,"actor,director,soundtrack","tt0115243,tt5580390,tt0284978,tt0103417"
"nm0000912","Jack Benny",1894,1974,"actor,soundtrack,producer","tt0033457,tt0035446,tt0042116,tt0034780"
"nm0000913","Robby Benson",1956,NA,"actor,director,soundtrack","tt0101414,tt0040053,tt0076500,tt0108778"
"nm0000914","Robert Benton",1932,NA,"writer,director,producer","tt0078346,tt0061418,tt0087921,tt0079417"
"nm0000915","Bruce Beresford",1940,NA,"director,producer,writer","tt0097239,tt4196848,tt0091081,tt0080310"
"nm0000916","Peter Berg",1964,NA,"producer,actor,writer","tt0124198,tt0369339,tt0108724,tt1091191"
"nm0000917","Polly Bergen",1930,2014,"actress,soundtrack,miscellaneous","tt0099329,tt0055824,tt0048893,tt0058266"
"nm0000918","Helmut Berger",1944,NA,"actor,soundtrack","tt0099674,tt0073634,tt0064118,tt0068883"
"nm0000919","Senta Berger",1941,NA,"actress,producer,soundtrack","tt0090465,tt0074695,tt0062657,tt0896680"
"nm0000920","Patrick Bergin",1951,NA,"actor,soundtrack,producer","tt0102797,tt0102340,tt0102945,tt0105112"
"nm0000921","Andrew Bergman",1945,NA,"writer,director,producer","tt0110167,tt0117765,tt0071230,tt0089155"
"nm0000922","Sandahl Bergman",1951,NA,"actress,soundtrack","tt0093171,tt0082198,tt0089893,tt0090009"
"nm0000923","Busby Berkeley",1895,1976,"miscellaneous,director,music_department","tt0027686,tt0026421,tt0029725,tt0025028"
"nm0000924","Elizabeth Berkley",1972,NA,"actress,producer,soundtrack","tt0146838,tt0116313,tt0114436,tt0256524"
"nm0000925","Steven Berkoff",1937,NA,"actor,writer,director","tt0086034,tt1243957,tt0086960,tt0066921"
"nm0000926","Milton Berle",1908,2002,"actor,producer,soundtrack","tt0057193,tt0079588,tt0040041,tt0059410"
"nm0000927","Irving Berlin",1888,1989,"soundtrack,music_department,writer","tt0036430,tt0029852,tt0038370,tt0034862"
"nm0000928","Sandra Bernhard",1955,NA,"actress,soundtrack,writer","tt0102070,tt0138967,tt0120901,tt0085794"
"nm0000929","Corbin Bernsen",1954,NA,"actor,producer,director","tt0491738,tt0373469,tt0097815,tt0110442"
"nm0000930","Elmer Bernstein",1922,2004,"music_department,composer,soundtrack","tt0297884,tt0056592,tt0120891,tt0054047"
"nm0000931","Elizabeth Berridge",1962,NA,"actress","tt0082427,tt0086879,tt0106039,tt0317648"
"nm0000932","Halle Berry",1966,NA,"actress,producer,executive","tt0327554,tt0348836,tt0246460,tt0285742"
"nm0000933","Valerie Bertinelli",1960,NA,"actress,producer,soundtrack","tt0078924,tt0093658,tt0072554,tt0095816"
"nm0000934","Bernardo Bertolucci",1941,2018,"writer,director,producer","tt0070849,tt0093389,tt0065571,tt0117737"
"nm0000935","Bibi Besch",1942,1996,"actress","tt0084726,tt0098384,tt0100814,tt0104118"
"nm0000936","Martine Beswick",1941,NA,"actress,soundtrack","tt0059800,tt0068502,tt0061429,tt0057076"
"nm0000937","Richard Beymer",1939,NA,"actor,cinematographer,editor","tt0098936,tt0055614,tt0056197,tt0226836"
"nm0000938","Daniela Bianchi",1942,NA,"actress","tt0062078,tt0060704,tt0057076,tt0062397"
"nm0000939","Adrian Biddle",1952,2005,"cinematographer,camera_department","tt0090605,tt0103074,tt0103594,tt0434409"
"nm0000940","Bigas Luna",1946,2013,"writer,director,producer","tt0129923,tt0090644,tt0078934,tt0104545"
"nm0000941","Kathryn Bigelow",1951,NA,"director,producer,actress","tt1790885,tt0887912,tt0114558,tt0093605"
"nm0000942","Theodore Bikel",1924,2015,"actor,soundtrack,director","tt0050356,tt0043265,tt0058385,tt0051525"
"nm0000943","Traci Bingham",1968,NA,"actress","tt0114608,tt0096542,tt3572718,tt0373163"
"nm0000944","Antonia Bird",1951,2013,"director,producer","tt0263181,tt0129332,tt0119092,tt0110889"
"nm0000945","Jane Birkin",1946,NA,"actress,soundtrack,director","tt0060176,tt0077413,tt0083908,tt0901473"
"nm0000946","Whit Bissell",1909,1996,"actor,soundtrack","tt0054387,tt0046876,tt0070723,tt0054047"
"nm0000947","Karen Black",1939,2013,"actress,soundtrack,writer","tt0251736,tt0071577,tt0065724,tt0073440"
"nm0000948","Shane Black",1961,NA,"writer,actor,director","tt1300854,tt0373469,tt0093773,tt3799694"
"nm0000949","Cate Blanchett",1969,NA,"actress,producer,writer","tt0338751,tt2402927,tt2334873,tt0120737"
"nm0000950","Brenda Blethyn",1946,NA,"actress,soundtrack,writer","tt0147004,tt0195234,tt0414387,tt0117589"
"nm0000951","Joan Blondell",1906,1979,"actress,soundtrack","tt0079672,tt0077631,tt0050307,tt0059037"
"nm0000952","Hart Bochner",1956,NA,"actor,director,writer","tt0078902,tt0095016,tt0106364,tt0088206"
"nm0000953","Peter Bogdanovich",1939,2022,"actor,director,writer","tt0063671,tt0079843,tt0067328,tt0070510"
"nm0000954","Jon Bon Jovi",1962,NA,"soundtrack,actor,composer","tt0100994,tt0141926,tt0384286,tt1389096"
"nm0000955","Ward Bond",1903,1960,"actor,soundtrack","tt0049730,tt0038650,tt0033870,tt0045061"
"nm0000956","Lisa Bonet",1967,NA,"actress,director,soundtrack","tt0120660,tt0086687,tt0146882,tt0092563"
"nm0000957","Jan de Bont",1943,NA,"cinematographer,camera_department,producer","tt0171363,tt0117998,tt0181689,tt0111257"
"nm0000958","John Boorman",1933,NA,"producer,director,writer","tt0082348,tt0093209,tt0068473,tt0120706"
"nm0000959","Powers Boothe",1948,2017,"actor,soundtrack","tt0108358,tt0848228,tt0401792,tt0114576"
"nm0000960","Barry Bostwick",1945,NA,"actor,soundtrack,producer","tt0070544,tt0084316,tt0073629,tt0117723"
"nm0000961","Timothy Bottoms",1951,NA,"actor,producer","tt0067277,tt0070509,tt0363589,tt0067328"
"nm0000962","Carole Bouquet",1957,NA,"actress,director","tt0082398,tt0098520,tt0281364,tt0398664"
"nm0000963","Stephen Boyd",1931,1977,"actor,soundtrack","tt0052618,tt0059219,tt0060397,tt0060801"
"nm0000964","Charles Boyer",1899,1978,"actor,producer,soundtrack","tt0029855,tt0028739,tt0036855,tt0033722"
"nm0000965","Danny Boyle",1956,NA,"director,producer,writer","tt0289043,tt1542344,tt0111149,tt1010048"
"nm0000966","Lorraine Bracco",1954,NA,"actress,producer,director","tt0099685,tt0112461,tt0141842,tt0104839"
"nm0000967","Eric Braeden",1941,NA,"actor,producer","tt0067065,tt0064177,tt0069658,tt0120338"
"nm0000968","Sonia Braga",1950,NA,"actress,producer,soundtrack","tt0095654,tt0089424,tt0077452"
"nm0000969","Lillo Brancato",1976,NA,"actor,producer","tt0106489,tt0110971,tt0180052,tt0112740"
"nm0000970","Jonathan Brandis",1976,2003,"actor,miscellaneous,director","tt0106126,tt0104670,tt0100240,tt0099864"
"nm0000971","Nicoletta Braschi",1960,NA,"actress,producer","tt0118799,tt0102164,tt0090967,tt6752992"
"nm0000972","Tinto Brass",1933,NA,"actor,director,writer","tt0065161,tt0061493,tt0057942,tt0080491"
"nm0000973","Benjamin Bratt",1963,NA,"actor,producer,director","tt0181865,tt0106697,tt0212346,tt2380307"
