"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @MikesJoblist: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #c…",FALSE,0,NA,2022-10-28 20:45:28,FALSE,NA,"1586096834799439872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",1,TRUE,FALSE,NA,NA
"RT @MikesJoblist: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #c…",FALSE,0,NA,2022-10-28 20:45:24,FALSE,NA,"1586096818969927680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",1,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #se…",FALSE,0,NA,2022-10-28 20:45:19,FALSE,NA,"1586096796589166592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",1,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7pZGp…",FALSE,0,NA,2022-10-28 20:45:16,FALSE,NA,"1586096783939473409",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7HB4Z…",FALSE,0,NA,2022-10-28 20:45:13,FALSE,NA,"1586096773205852160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #s…",FALSE,0,NA,2022-10-28 20:40:47,FALSE,NA,"1586095657848283139",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,TRUE,FALSE,NA,NA
"RT @MikeZeigle: .#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcar…",FALSE,0,NA,2022-10-28 20:40:38,FALSE,NA,"1586095621076914179",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #JobAlert #jobopenings Midwest Maintenance is  #HIRINGNOW for #maintenance #cleaning #EVENT #cleaning janitor custodian…",FALSE,0,NA,2022-10-28 20:40:35,FALSE,NA,"1586095606019375104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",2,TRUE,FALSE,NA,NA
"RT @MikeZeigle: .#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha…",FALSE,0,NA,2022-10-28 20:40:27,FALSE,NA,"1586095571051298817",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings Inroads to Recovery is #hiring #physician Assistant #Therapist LADC LMHP Mental Health Professional / LIMH…",FALSE,0,NA,2022-10-28 20:40:24,FALSE,NA,"1586095558803873792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,TRUE,FALSE,NA,NA
"RT @MikeZeigle: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #chi…",FALSE,0,NA,2022-10-28 20:39:58,FALSE,NA,"1586095450720985090",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",2,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #serv…",FALSE,0,NA,2022-10-28 20:39:53,FALSE,NA,"1586095432429887488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",2,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/Jtzcvh1mVr…",FALSE,0,NA,2022-10-28 20:39:50,FALSE,NA,"1586095418659598336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",2,TRUE,FALSE,NA,NA
"Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/Jtzcvh1mVr… https://t.co/Hg027UEpe6",FALSE,2,NA,2022-10-28 20:37:36,TRUE,NA,"1586094855700086784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",2,FALSE,FALSE,NA,NA
"Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7HB4Z… https://t.co/Gwy6mc81SF",FALSE,3,NA,2022-10-28 20:37:29,TRUE,NA,"1586094827057414150",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",3,FALSE,FALSE,NA,NA
"RT @MikesJoblist: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7pZGp…",FALSE,0,NA,2022-10-28 20:37:29,FALSE,NA,"1586094826755440640",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">The Jobicy Universe</a>","HiringCare",3,TRUE,FALSE,NA,NA
"Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7pZGp… https://t.co/9AJsBKvsi0",FALSE,2,NA,2022-10-28 20:37:24,TRUE,NA,"1586094804772958208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",3,FALSE,FALSE,NA,NA
"RT @CopelandNetwork: “When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #…",FALSE,0,NA,2022-10-28 20:37:17,FALSE,NA,"1586094774422949888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vasiliykobal",22,TRUE,FALSE,NA,NA
"New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert… https://t.co/Wi2Jh9v3jT",FALSE,2,NA,2022-10-28 20:37:03,TRUE,NA,"1586094717116518400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",2,FALSE,FALSE,NA,NA
"New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert… https://t.co/HULEC8P3LK",FALSE,1,NA,2022-10-28 20:36:56,TRUE,NA,"1586094689593462784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",1,FALSE,FALSE,NA,NA
"New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert… https://t.co/DaTUzzMzR8",FALSE,1,NA,2022-10-28 20:36:51,TRUE,NA,"1586094667442946048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",1,FALSE,FALSE,NA,NA
"WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher… https://t.co/Nnj1FPhkff",FALSE,1,NA,2022-10-28 20:35:52,TRUE,NA,"1586094420499124224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",1,FALSE,FALSE,NA,NA
"WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher… https://t.co/71ntpeKNtN",FALSE,2,NA,2022-10-28 20:35:47,TRUE,NA,"1586094398126768128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",2,FALSE,FALSE,NA,NA
"WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher… https://t.co/qnd7sLBvk0",FALSE,1,NA,2022-10-28 20:35:38,TRUE,NA,"1586094362689404929",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",1,FALSE,FALSE,NA,NA
"WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher… https://t.co/ayPEhgUTBS",FALSE,1,NA,2022-10-28 20:35:31,TRUE,NA,"1586094332297125888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",1,FALSE,FALSE,NA,NA
"New #jobopenings The Okey Companion And Care Services LLC is #HIRINGNOW #Hiring in Omaha Nebraska #healthcare… https://t.co/32XfinlFCd",FALSE,3,NA,2022-10-28 20:34:28,TRUE,NA,"1586094065241960449",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",2,FALSE,FALSE,NA,NA
"New #jobopenings The Okey Companion And Care Services LLC is #HIRINGNOW #Hiring in Omaha Nebraska #healthcare… https://t.co/2zMWdWBX07",FALSE,2,NA,2022-10-28 20:34:10,TRUE,NA,"1586093992302845955",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",2,FALSE,FALSE,NA,NA
"RT @MikeZeigle: .#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcar…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621618655233",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",3,TRUE,FALSE,NA,NA
"RT @careerlink4jobs: .#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #chi…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621614362625",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",3,TRUE,FALSE,NA,NA
"RT @MikesJoblist: .#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childc…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621580791809",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",3,TRUE,FALSE,NA,NA
"RT @MikesJoblist: .#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omah…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621526372360",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",2,TRUE,FALSE,NA,NA
"RT @careerlink4jobs: .#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #O…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621375377409",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",2,TRUE,FALSE,NA,NA
"RT @MikeZeigle: .#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621371084806",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",3,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings Inroads to Recovery is #hiring #physician Assistant #Therapist LADC LMHP Mental Health Professional / LIMH…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621325053958",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",3,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings Inroads to Recovery is #hiring #physician Assistant #Therapist LADC LMHP Mental Health Professional / LI…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621299781634",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",3,TRUE,FALSE,NA,NA
"RT @careerlink4jobs: New #jobopenings Inroads to Recovery is #hiring #physician Assistant #Therapist LADC LMHP Mental Health Professional /…",FALSE,0,NA,2022-10-28 20:32:42,FALSE,NA,"1586093621283012608",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",3,TRUE,FALSE,NA,NA
"RT @MissingKids: #MISSING
Adriana was last seen on July 25, 2022 in #Omaha, #Nebraska.
https://t.co/XvzfYu37X2",FALSE,0,NA,2022-10-28 20:31:56,FALSE,NA,"1586093431356628992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","widdershins99",269,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “The word blessed means to empower to prosper and to empower to increase.” -@jerrysavellemin 

#kcmevent #faith #victo…",FALSE,0,NA,2022-10-28 20:30:58,FALSE,NA,"1586093188280119296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","denlah11",33,TRUE,FALSE,NA,NA
"New #jobopenings Inroads to Recovery is #hiring #physician Assistant #Therapist LADC LMHP Mental Health Professiona… https://t.co/bjftGApuEi",FALSE,2,NA,2022-10-28 20:30:51,TRUE,NA,"1586093158307606528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",3,FALSE,FALSE,NA,NA
"New #jobopenings Inroads to Recovery is #hiring #physician Assistant #Therapist LADC LMHP Mental Health Professiona… https://t.co/kYuofBLVBC",FALSE,2,NA,2022-10-28 20:30:47,TRUE,NA,"1586093140301139968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,FALSE,FALSE,NA,NA
"New #jobopenings Inroads to Recovery is #hiring #physician Assistant #Therapist LADC LMHP Mental Health Professiona… https://t.co/s2eYfhIWQp",FALSE,2,NA,2022-10-28 20:30:42,TRUE,NA,"1586093120802127872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",3,FALSE,FALSE,NA,NA
".#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs… https://t.co/vCoCmA4b1n",FALSE,2,NA,2022-10-28 20:30:25,TRUE,NA,"1586093047464579072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",3,FALSE,FALSE,NA,NA
".#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs… https://t.co/5C0nWehrn0",FALSE,1,NA,2022-10-28 20:30:20,TRUE,NA,"1586093026270597121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",2,FALSE,FALSE,NA,NA
".#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs… https://t.co/Nn2oa2tx3L",FALSE,1,NA,2022-10-28 20:30:14,TRUE,NA,"1586093001314549761",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",2,FALSE,FALSE,NA,NA
"New #JobAlert #jobopenings Midwest Maintenance is  #HIRINGNOW for #maintenance #cleaning #EVENT #cleaning janitor c… https://t.co/gyZUM86M3X",FALSE,2,NA,2022-10-28 20:29:55,TRUE,NA,"1586092920335122432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",2,FALSE,FALSE,NA,NA
"New #JobAlert #jobopenings Midwest Maintenance is  #HIRINGNOW for #maintenance #cleaning #EVENT #cleaning janitor c… https://t.co/bBXgYnu00h",FALSE,2,NA,2022-10-28 20:29:48,TRUE,NA,"1586092894355484672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",2,FALSE,FALSE,NA,NA
"“Are you watching, looking, and expecting?” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #Nebraska… https://t.co/7t7N96a2c5",FALSE,15,NA,2022-10-28 20:29:01,TRUE,NA,"1586092697722695680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GoVictoryTV",2,FALSE,FALSE,NA,NA
"New #JobAlert #jobopenings Midwest Maintenance is  #HIRINGNOW for #maintenance #cleaning #EVENT #cleaning janitor c… https://t.co/lw07Q5dTKc",FALSE,2,NA,2022-10-28 20:28:33,TRUE,NA,"1586092577555611651",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",2,FALSE,FALSE,NA,NA
".#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant… https://t.co/39Nh5jKIIk",FALSE,2,NA,2022-10-28 20:28:08,TRUE,NA,"1586092471746195456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",3,FALSE,FALSE,NA,NA
".#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant… https://t.co/YHHQr5tWGN",FALSE,2,NA,2022-10-28 20:28:03,TRUE,NA,"1586092451722571776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",3,FALSE,FALSE,NA,NA
"RT @MikesJoblist: .#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childc…",FALSE,0,NA,2022-10-28 20:28:00,FALSE,NA,"1586092440921980930",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">The Jobicy Universe</a>","HiringCare",3,TRUE,FALSE,NA,NA
".#JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant… https://t.co/7W7EkRKcF7",FALSE,1,NA,2022-10-28 20:27:55,TRUE,NA,"1586092419103461376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",3,FALSE,FALSE,NA,NA
"RT @CopelandNetwork: “When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #…",FALSE,0,NA,2022-10-28 20:19:18,FALSE,NA,"1586090252413779968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_jil",22,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #…",FALSE,0,NA,2022-10-28 20:15:41,FALSE,NA,"1586089340295610369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","velijaykiddy",22,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #s…",FALSE,0,NA,2022-10-28 20:08:54,FALSE,NA,"1586087634115461124",NA,"<a href=""http://gidiblaze.com"" rel=""nofollow"">Jobs For You</a>","CurrentTrends1",3,TRUE,FALSE,NA,NA
"RT @careerlink4jobs: New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitch…",FALSE,0,NA,2022-10-28 20:08:50,FALSE,NA,"1586087616700731392",NA,"<a href=""http://gidiblaze.com"" rel=""nofollow"">Jobs For You</a>","CurrentTrends1",2,TRUE,FALSE,NA,NA
"“An unlimited God can be limited by His own people.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #Nebraska… https://t.co/hIvHVwut0y",FALSE,22,NA,2022-10-28 20:08:46,TRUE,NA,"1586087598270738432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GoVictoryTV",2,FALSE,FALSE,NA,NA
"New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert… https://t.co/PSmeWbaZ0U",FALSE,2,NA,2022-10-28 20:07:40,TRUE,NA,"1586087323657068544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",3,FALSE,FALSE,NA,NA
"New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert… https://t.co/tnfxzIHIUc",FALSE,1,NA,2022-10-28 20:07:27,TRUE,NA,"1586087266401017856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",2,FALSE,FALSE,NA,NA
"New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert… https://t.co/gfUhMLNdyp",FALSE,2,NA,2022-10-28 20:07:04,TRUE,NA,"1586087170774691840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",2,FALSE,FALSE,NA,NA
"https://t.co/Cqv8nTxrrS  This December 6th and 7th, Fruitful is doing something we’ve never done before. We’re host… https://t.co/wijJ3h0wx8",FALSE,1,NA,2022-10-28 20:06:54,TRUE,NA,"1586087129612161025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fruitful_design",0,FALSE,FALSE,NA,NA
"RT @CopelandNetwork: “When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #…",FALSE,0,NA,2022-10-28 20:06:47,FALSE,NA,"1586087098448113665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GodsgiftEli",22,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #…",FALSE,0,NA,2022-10-28 20:06:25,FALSE,NA,"1586087006945562624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","15ralf_2012",22,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #…",FALSE,0,NA,2022-10-28 20:06:22,FALSE,NA,"1586086996266684417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carla_chatman",22,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #…",FALSE,0,NA,2022-10-28 20:06:16,FALSE,NA,"1586086968718667776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbrahamFunom",22,TRUE,FALSE,NA,NA
"“When God opens His hand you can expect supernatural provision.” - @jerrysavellemin 

#JerrySavelle #KCMEvent… https://t.co/HK3g5PQxlG",FALSE,169,NA,2022-10-28 20:05:59,TRUE,NA,"1586086901118738434",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CopelandNetwork",22,FALSE,FALSE,NA,NA
"#omaha voters good news.

Links to transportation to make sure you can make it to polls. Reduced fee &amp; free options… https://t.co/vTEu7neXyY",FALSE,0,NA,2022-10-28 20:01:55,TRUE,NA,"1586085874387017728",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Le__Joo",0,FALSE,FALSE,NA,NA
"As the Fall weather approaches, let's give you another reason to look forward to a warmer climate. 

Call us today… https://t.co/Y21S2fpM7s",FALSE,0,NA,2022-10-28 20:00:25,TRUE,NA,"1586085498778427393",NA,"<a href=""https://cloudcampaign.io/"" rel=""nofollow"">Cloud Campaign</a>","PrecisionEntInc",0,FALSE,FALSE,NA,NA
"RT @operaomaha: We stopped by Friday Live on @NebPublicMedia to talk about X, the Life and Times of Malcolm X.
Take a listen!

@AndreaJ3672…",FALSE,0,NA,2022-10-28 19:52:41,FALSE,NA,"1586083550717448193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NebPublicMedia",1,TRUE,FALSE,NA,NA
"2012 Toyota Highlander Limited 4WD with 92,307 miles! Leather interior, heated &amp; power seats w/ memory driver’s sea… https://t.co/X613xO6O0a",FALSE,1,NA,2022-10-28 19:50:33,TRUE,NA,"1586083016987713536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","acurtice",0,FALSE,FALSE,NA,NA
"RT @CopelandNetwork: “The word blessed means to empower to prosper and to empower to increase.” -@jerrysavellemin 

#kcmevent #faith #victo…",FALSE,0,NA,2022-10-28 19:49:35,FALSE,NA,"1586082771818127368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","c90ce2b4c4ca441",33,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “God will bless the work of your hands!” -@jerrysavellemin 

#kcmevent #faith #victory #omaha #nebraska #victorycampai…",FALSE,0,NA,2022-10-28 19:46:14,FALSE,NA,"1586081928582762498",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","c90ce2b4c4ca441",26,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “God will bless the work of your hands!” -@jerrysavellemin 

#kcmevent #faith #victory #omaha #nebraska #victorycampai…",FALSE,0,NA,2022-10-28 19:45:57,FALSE,NA,"1586081856319295488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbrahamZion6",26,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “He went into the wilderness and passed the test that Adam failed, so that we can pass the test.” -Kenneth Copeland…",FALSE,0,NA,2022-10-28 19:43:57,FALSE,NA,"1586081352826306561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SundayAgeno",22,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “God will bless the work of your hands!” -@jerrysavellemin 

#kcmevent #faith #victory #omaha #nebraska #victorycampai…",FALSE,0,NA,2022-10-28 19:43:02,FALSE,NA,"1586081122219270144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Samsingalwayz",26,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “He went into the wilderness and passed the test that Adam failed, so that we can pass the test.” -Kenneth Copeland…",FALSE,0,NA,2022-10-28 19:36:17,FALSE,NA,"1586079424797089802",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SteveYehia",22,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “The word blessed means to empower to prosper and to empower to increase.” -@jerrysavellemin 

#kcmevent #faith #victo…",FALSE,0,NA,2022-10-28 19:35:25,FALSE,NA,"1586079205107929098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","purcing",33,TRUE,FALSE,NA,NA
