YEAR,NEWSFROM,HAPPY,RELIG,GRASS,COURTS,ENERGY,EDUC,ENVIR,POLVIEWS,PARTYID,REGION,INCOME,SEX,DEGREE,AGE,MARITAL,BALLOT
2012,Not applicable,Not too happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,Mountain,Don't know,Female,Lt high school,20,Never married,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Don't know,Too little,Don't know,Slightly liberal,Republican,Mountain,$8000 to 9999,Female,High school,71,Divorced,Ballot a
2012,Newspapers,Very happy,Protestant,Not legal,Too harsh,About right,Not applicable,Not applicable,Moderate,Republican,Mountain,$25000 or more,Female,Graduate,88,Widowed,Ballot b
2012,Tv,Very happy,Catholic,Legal,About right,Too little,Too little,About right,Don't know,Independent,Mountain,$20000 - 24999,Female,High school,24,Never married,Ballot c
2012,Tv,Not too happy,Protestant,Legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Independent,Mountain,$1000 to 2999,Female,High school,56,Separated,Ballot c
2012,Newspapers,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Independent,Mountain,$25000 or more,Male,Graduate,56,Married,Ballot b
2012,Not applicable,Pretty happy,Other,Not applicable,Too harsh,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,Mountain,$20000 - 24999,Female,Junior college,49,Married,Ballot a
2012,Tv,Very happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Slghtly conservative,Republican,Mountain,Refused,Male,Junior college,48,Married,Ballot c
2012,Radio,Pretty happy,Christian,Not legal,About right,Too little,Too little,Too little,Slghtly conservative,Democrat,Mountain,$25000 or more,Male,High school,59,Married,Ballot c
2012,Not applicable,Pretty happy,No answer,Not legal,Not harsh enough,Don't know,About right,About right,Moderate,Independent,W. sou. central,Refused,Female,Lt high school,82,Widowed,Ballot b
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,W. sou. central,$25000 or more,Female,Junior college,65,Married,Ballot b
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too much,About right,Conservative,Republican,W. sou. central,$25000 or more,Female,High school,79,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$25000 or more,Male,High school,49,Married,Ballot a
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Too little,About right,Moderate,Democrat,W. sou. central,$25000 or more,Female,High school,36,Married,Ballot c
2012,Not applicable,Pretty happy,Christian,Not applicable,Too harsh,About right,Not applicable,Not applicable,Conservative,Independent,W. sou. central,$25000 or more,Male,Graduate,55,Married,Ballot a
2012,Not applicable,Pretty happy,None,Legal,Not harsh enough,About right,Too little,Too much,Slightly liberal,Independent,W. sou. central,$10000 - 14999,Male,High school,59,Divorced,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,Too harsh,Too little,Too little,Too little,Liberal,Democrat,W. sou. central,$25000 or more,Female,Graduate,52,Married,Ballot a
2012,Not applicable,Very happy,Catholic,Not applicable,Too harsh,Too little,Not applicable,Not applicable,Extremely liberal,Democrat,W. sou. central,$25000 or more,Female,Graduate,74,Never married,Ballot a
2012,Tv,Very happy,Catholic,Not legal,Don't know,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,W. sou. central,$25000 or more,Male,Bachelor,33,Married,Ballot c
2012,The internet,Pretty happy,Christian,Not legal,Too harsh,Too little,Not applicable,Not applicable,Moderate,Other,W. sou. central,$25000 or more,Male,Bachelor,44,Married,Ballot b
2012,Tv,Very happy,Protestant,Not legal,About right,About right,Too much,Too much,Conservative,Republican,W. sou. central,$25000 or more,Female,Bachelor,48,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Extrmly conservative,Republican,W. sou. central,$25000 or more,Female,Junior college,32,Married,Ballot a
2012,The internet,Very happy,Christian,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Slightly liberal,Independent,W. sou. central,$25000 or more,Female,Graduate,39,Married,Ballot c
2012,The internet,Very happy,Moslem/islam,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,W. sou. central,$25000 or more,Female,Bachelor,39,Divorced,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,About right,Conservative,Republican,W. sou. central,$25000 or more,Female,Graduate,54,Married,Ballot a
2012,Tv,Pretty happy,Catholic,Legal,About right,About right,Too little,About right,Slightly liberal,Democrat,W. sou. central,$25000 or more,Female,Bachelor,71,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,About right,Not applicable,Not applicable,Moderate,Democrat,W. sou. central,$25000 or more,Female,High school,35,Never married,Ballot a
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Extrmly conservative,Republican,W. sou. central,$25000 or more,Male,High school,38,Married,Ballot a
2012,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,Too little,About right,About right,Moderate,Democrat,W. sou. central,$10000 - 14999,Female,High school,52,Divorced,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,Too much,Too little,About right,Moderate,Democrat,W. sou. central,$25000 or more,Female,Lt high school,73,Married,Ballot a
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Extrmly conservative,Republican,W. sou. central,$25000 or more,Female,High school,75,Widowed,Ballot b
2012,Newspapers,Pretty happy,Catholic,Not legal,Not harsh enough,Don't know,Too little,Too little,Don't know,Democrat,W. sou. central,$10000 - 14999,Female,High school,89 or older,Widowed,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Don't know,Too little,Too little,About right,Moderate,Republican,W. sou. central,$25000 or more,Male,High school,46,Divorced,Ballot a
2012,The internet,Pretty happy,Christian,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Slghtly conservative,Republican,W. sou. central,Don't know,Female,High school,37,Divorced,Ballot b
2012,Not applicable,Not too happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Republican,W. sou. central,$15000 - 19999,Female,High school,84,Widowed,Ballot a
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Republican,W. sou. central,Don't know,Female,Lt high school,55,Married,Ballot a
2012,Tv,Very happy,Protestant,Legal,About right,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,W. sou. central,$25000 or more,Male,High school,73,Widowed,Ballot c
2012,Not applicable,Very happy,Christian,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$25000 or more,Male,High school,41,Married,Ballot a
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Too little,About right,Slightly liberal,Democrat,W. sou. central,$10000 - 14999,Female,High school,51,Divorced,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$20000 - 24999,Male,High school,65,Divorced,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Other,W. sou. central,$10000 - 14999,Male,High school,58,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too little,Too little,Extrmly conservative,Democrat,W. sou. central,$20000 - 24999,Female,High school,71,Widowed,Ballot b
2012,The internet,Not too happy,Christian,Don't know,Not harsh enough,Too much,Not applicable,Not applicable,Moderate,Republican,W. sou. central,$25000 or more,Female,High school,32,Divorced,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,Too little,Too little,Too little,Moderate,Democrat,W. sou. central,$25000 or more,Female,High school,43,Never married,Ballot a
2012,Tv,Not too happy,Protestant,Legal,Too harsh,About right,Too little,About right,Don't know,Independent,W. sou. central,Lt $1000,Female,Lt high school,28,Divorced,Ballot c
2012,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,W. sou. central,$15000 - 19999,Female,High school,46,Divorced,Ballot b
2012,Dont know,Pretty happy,Protestant,Don't know,About right,Too much,Not applicable,Not applicable,Don't know,Independent,W. sou. central,Don't know,Female,Lt high school,49,Married,Ballot c
2012,Not applicable,Not too happy,Protestant,Not applicable,Not harsh enough,About right,About right,About right,Moderate,Democrat,W. sou. central,$25000 or more,Female,High school,75,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,W. sou. central,$20000 - 24999,Female,High school,54,Divorced,Ballot a
2012,Tv,Not too happy,Protestant,Legal,Too harsh,About right,Too little,About right,Extrmly conservative,Democrat,W. sou. central,$1000 to 2999,Female,Lt high school,52,Never married,Ballot c
2012,Not applicable,Very happy,None,Legal,Too harsh,About right,Too little,About right,Liberal,Independent,W. sou. central,$25000 or more,Male,High school,21,Never married,Ballot b
2012,The internet,Pretty happy,Catholic,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Republican,W. sou. central,$15000 - 19999,Male,Graduate,32,Never married,Ballot b
2012,The internet,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$25000 or more,Female,High school,36,Married,Ballot c
2012,Tv,Very happy,Protestant,Not legal,About right,Don't know,Not applicable,Not applicable,Moderate,Republican,W. sou. central,$20000 - 24999,Female,High school,80,Married,Ballot b
2012,The internet,Very happy,Catholic,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,W. sou. central,$25000 or more,Female,High school,54,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Extremely liberal,Independent,W. sou. central,$8000 to 9999,Male,Lt high school,63,Divorced,Ballot b
2012,Tv,Not too happy,None,Legal,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$20000 - 24999,Male,High school,53,Never married,Ballot c
2012,Tv,Not too happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Extremely liberal,Independent,W. sou. central,$10000 - 14999,Female,Lt high school,62,Widowed,Ballot b
2012,Not applicable,Not too happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Independent,W. sou. central,$25000 or more,Female,Lt high school,61,Married,Ballot a
2012,Not applicable,Very happy,Protestant,Not legal,About right,Too little,Too little,About right,Moderate,Independent,W. sou. central,$25000 or more,Female,High school,75,Married,Ballot b
2012,Not applicable,Very happy,None,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Democrat,W. sou. central,Refused,Male,High school,65,Married,Ballot a
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$25000 or more,Female,High school,70,Married,Ballot a
2012,Tv,Pretty happy,None,Don't know,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,W. sou. central,$6000 to 6999,Male,Lt high school,78,Widowed,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,About right,About right,About right,Slghtly conservative,Independent,W. sou. central,$25000 or more,Female,High school,35,Married,Ballot a
2012,Tv,Pretty happy,Catholic,Don't know,Not harsh enough,Too little,About right,About right,Conservative,Republican,W. sou. central,$25000 or more,Male,Junior college,70,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Moderate,Republican,W. sou. central,$25000 or more,Female,High school,32,Married,Ballot a
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Slghtly conservative,Republican,W. sou. central,Don't know,Male,High school,78,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Don't know,Too much,About right,Moderate,Independent,W. sou. central,$20000 - 24999,Female,High school,86,Widowed,Ballot a
2012,Tv,Very happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,W. sou. central,$25000 or more,Male,High school,59,Married,Ballot b
2012,Not applicable,Not too happy,None,Not applicable,Too harsh,Too little,About right,Too little,Moderate,Independent,W. sou. central,Refused,Male,High school,27,Never married,Ballot a
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,W. sou. central,$25000 or more,Male,High school,60,Married,Ballot b
2012,Tv,Pretty happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,W. sou. central,$5000 to 5999,Female,High school,23,Never married,Ballot c
2012,Not applicable,Not too happy,Protestant,Not legal,Not harsh enough,Too much,About right,About right,Moderate,Independent,W. sou. central,$25000 or more,Male,High school,61,Married,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,W. sou. central,$8000 to 9999,Male,High school,65,Divorced,Ballot a
2012,Tv,Very happy,None,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,W. sou. central,$25000 or more,Male,High school,51,Married,Ballot c
2012,Not applicable,Very happy,Christian,Not applicable,Don't know,Too little,Too little,About right,Moderate,Republican,W. nor. central,$25000 or more,Male,High school,38,Divorced,Ballot a
2012,Not applicable,Very happy,Christian,Not applicable,About right,Too little,Not applicable,Not applicable,Conservative,Other,W. nor. central,$25000 or more,Male,Bachelor,39,Married,Ballot a
2012,The internet,Not too happy,None,Legal,Don't know,Too little,Not applicable,Not applicable,Moderate,Independent,W. nor. central,$10000 - 14999,Female,High school,25,Divorced,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,About right,Not applicable,Not applicable,Don't know,Independent,W. nor. central,$25000 or more,Male,High school,33,Married,Ballot a
2012,Not applicable,Pretty happy,None,Legal,Don't know,Too little,Too little,About right,Slghtly conservative,Democrat,W. nor. central,$25000 or more,Male,Bachelor,30,Never married,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not applicable,Too harsh,Too little,Too little,About right,Conservative,Independent,W. nor. central,$25000 or more,Male,High school,30,Never married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,Too little,Not applicable,Not applicable,Conservative,Republican,W. nor. central,$25000 or more,Male,Bachelor,36,Married,Ballot a
2012,Not applicable,Pretty happy,None,Not applicable,Not harsh enough,Don't know,Too little,About right,Moderate,Other,W. nor. central,$15000 - 19999,Male,High school,35,Divorced,Ballot a
2012,Tv,Very happy,Christian,Legal,Too harsh,Too little,Not applicable,Not applicable,Don't know,Independent,W. nor. central,$10000 - 14999,Female,High school,23,Separated,Ballot b
2012,Not applicable,Pretty happy,Other eastern,Not applicable,About right,Too little,Not applicable,Not applicable,Extremely liberal,Independent,W. nor. central,$25000 or more,Male,Bachelor,27,Never married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Don't know,About right,Too little,Extrmly conservative,Democrat,W. nor. central,$25000 or more,Male,Lt high school,75,Widowed,Ballot b
2012,The internet,Pretty happy,Christian,Don't know,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,W. nor. central,$25000 or more,Female,Bachelor,31,Divorced,Ballot c
2012,Not applicable,Pretty happy,Christian,Not applicable,Not harsh enough,About right,Too little,About right,Conservative,Democrat,W. nor. central,$25000 or more,Female,Bachelor,41,Divorced,Ballot a
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Slghtly conservative,Republican,W. nor. central,$25000 or more,Male,High school,71,Married,Ballot c
2012,Not applicable,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Independent,W. nor. central,Refused,Female,Lt high school,80,Widowed,Ballot a
2012,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too little,Too little,About right,Don't know,Independent,W. nor. central,$25000 or more,Female,High school,33,Married,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,Too little,Too little,About right,Liberal,Democrat,W. nor. central,$25000 or more,Male,High school,37,Widowed,Ballot a
2012,Magazines,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,W. nor. central,$25000 or more,Male,Graduate,44,Married,Ballot b
2012,The internet,Pretty happy,Protestant,Not legal,Don't know,Don't know,Too little,About right,Conservative,Republican,W. nor. central,$10000 - 14999,Female,Bachelor,33,Married,Ballot c
2012,The internet,Very happy,Protestant,Not legal,About right,About right,Not applicable,Not applicable,Don't know,Independent,W. nor. central,$25000 or more,Female,High school,45,Married,Ballot b
2012,Tv,Pretty happy,Protestant,Not legal,About right,Too little,Not applicable,Not applicable,Moderate,Independent,W. nor. central,$25000 or more,Female,High school,25,Never married,Ballot c
2012,Not applicable,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,W. nor. central,$25000 or more,Female,Bachelor,26,Never married,Ballot a
2012,Radio,Pretty happy,Catholic,Legal,No answer,Too little,Not applicable,Not applicable,Moderate,Independent,W. nor. central,$25000 or more,Male,High school,36,Divorced,Ballot b
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,W. nor. central,$25000 or more,Male,Lt high school,86,Married,Ballot c
2012,Tv,Very happy,Catholic,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Democrat,W. nor. central,$25000 or more,Female,High school,72,Married,Ballot b
2012,The internet,Not too happy,Catholic,Not legal,Too harsh,Too little,About right,Too little,Moderate,Democrat,W. nor. central,$15000 - 19999,Female,Junior college,36,Never married,Ballot c
2012,Not applicable,Not too happy,Protestant,Not legal,About right,Too little,About right,Too little,Liberal,Independent,W. nor. central,$8000 to 9999,Male,Lt high school,64,Never married,Ballot b
2012,Tv,Pretty happy,Native american,Legal,Too harsh,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,W. nor. central,$25000 or more,Female,High school,49,Married,Ballot c
2012,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Democrat,W. nor. central,$10000 - 14999,Female,High school,87,Widowed,Ballot b
2012,Tv,Very happy,Protestant,Not legal,About right,About right,About right,About right,Conservative,Independent,W. nor. central,Don't know,Female,Lt high school,52,Married,Ballot c
2012,Not applicable,Pretty happy,Native american,Don't know,No answer,Too little,Too little,Too little,Moderate,Independent,W. nor. central,$3000 to 3999,Female,High school,24,Never married,Ballot b
2012,Radio,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Democrat,W. nor. central,Refused,Male,High school,61,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,W. nor. central,$25000 or more,Female,High school,32,Never married,Ballot a
2012,The internet,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,W. nor. central,$25000 or more,Male,High school,42,Married,Ballot b
2012,Tv,Pretty happy,Catholic,Don't know,Not harsh enough,About right,Too much,Too much,Moderate,Democrat,W. nor. central,$10000 - 14999,Female,Lt high school,89 or older,Widowed,Ballot c
2012,Newspapers,Very happy,Protestant,Not legal,About right,About right,Not applicable,Not applicable,Extrmly conservative,Republican,W. nor. central,$25000 or more,Female,High school,59,Widowed,Ballot c
2012,Newspapers,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,W. nor. central,$25000 or more,Male,Lt high school,73,Married,Ballot b
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,About right,About right,About right,Don't know,Republican,W. nor. central,Don't know,Female,High school,70,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Too harsh,Too little,Not applicable,Not applicable,Moderate,Republican,W. nor. central,$25000 or more,Male,High school,48,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too much,Too little,Moderate,Republican,W. nor. central,$10000 - 14999,Female,High school,21,Never married,Ballot b
2012,Newspapers,Pretty happy,Protestant,Not legal,About right,Don't know,Not applicable,Not applicable,Moderate,Independent,W. nor. central,$20000 - 24999,Female,High school,26,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Republican,W. nor. central,$15000 - 19999,Female,High school,74,Divorced,Ballot a
2012,Newspapers,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Too much,About right,Moderate,Independent,W. nor. central,$10000 - 14999,Male,High school,68,Divorced,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,About right,Too little,Too little,Too little,Liberal,Democrat,E. nor. central,$25000 or more,Female,Bachelor,69,Widowed,Ballot a
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Independent,E. nor. central,$25000 or more,Female,High school,59,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,About right,Too little,Not applicable,Not applicable,Liberal,Democrat,E. nor. central,$25000 or more,Male,High school,56,Married,Ballot a
2012,The internet,Pretty happy,Other,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Extremely liberal,Democrat,E. nor. central,$25000 or more,Male,Graduate,60,Married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,About right,Too little,Too little,Moderate,Independent,E. nor. central,$25000 or more,Female,High school,54,Never married,Ballot a
2012,Tv,Pretty happy,Protestant,Don't know,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,E. nor. central,$15000 - 19999,Female,High school,34,Never married,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,About right,Too little,Not applicable,Not applicable,Conservative,Republican,E. nor. central,$25000 or more,Female,High school,35,Married,Ballot a
2012,Tv,Very happy,Protestant,Not legal,About right,Too little,Not applicable,Not applicable,Extrmly conservative,Republican,E. nor. central,$25000 or more,Female,Bachelor,61,Divorced,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not legal,About right,Too little,Too little,Too little,Slightly liberal,Democrat,E. nor. central,$25000 or more,Male,Graduate,79,Married,Ballot b
2012,Not applicable,Pretty happy,Protestant,Not applicable,About right,Too little,Too little,About right,Moderate,Democrat,E. nor. central,$25000 or more,Female,High school,78,Married,Ballot a
2012,Tv,Pretty happy,Catholic,Not legal,Not harsh enough,About right,Too little,Too little,Slghtly conservative,Independent,E. nor. central,$25000 or more,Female,High school,33,Married,Ballot c
2012,The internet,Very happy,Christian,Legal,Too harsh,Too little,Not applicable,Not applicable,Moderate,Independent,E. nor. central,$15000 - 19999,Male,High school,39,Never married,Ballot c
2012,The internet,Pretty happy,Christian,Legal,Too harsh,Too little,Too little,Too little,Extremely liberal,Democrat,E. nor. central,$10000 - 14999,Male,Junior college,36,Never married,Ballot c
2012,Not applicable,Pretty happy,Christian,Not applicable,Not harsh enough,Too little,Too little,About right,Moderate,Independent,E. nor. central,$15000 - 19999,Female,High school,32,Never married,Ballot a
2012,Newspapers,Pretty happy,Catholic,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,E. nor. central,$25000 or more,Female,High school,74,Divorced,Ballot b
2012,Newspapers,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Slghtly conservative,Democrat,E. nor. central,$25000 or more,Female,High school,61,Divorced,Ballot c
2012,Not applicable,Pretty happy,None,Legal,About right,Too little,Too little,Too little,Moderate,Independent,E. nor. central,$25000 or more,Male,Bachelor,29,Never married,Ballot b
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too little,About right,About right,Conservative,Republican,E. nor. central,$25000 or more,Male,Bachelor,32,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,About right,Too little,Moderate,Independent,E. nor. central,$20000 - 24999,Female,High school,32,Separated,Ballot b
2012,The internet,Very happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,E. nor. central,$25000 or more,Female,High school,29,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Independent,E. nor. central,$25000 or more,Female,Graduate,46,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,About right,Too little,Moderate,Democrat,E. nor. central,$20000 - 24999,Female,High school,28,Never married,Ballot b
2012,The internet,Not too happy,Protestant,Legal,About right,Too much,Not applicable,Not applicable,Extrmly conservative,Independent,E. nor. central,$25000 or more,Male,Bachelor,47,Divorced,Ballot c
2012,Tv,Not too happy,None,Legal,About right,Too little,Too little,Too little,Slightly liberal,Democrat,E. nor. central,$25000 or more,Male,High school,26,Never married,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,Not harsh enough,Too much,About right,About right,Conservative,Republican,E. nor. central,$25000 or more,Female,High school,79,Married,Ballot a
2012,Tv,Pretty happy,Catholic,Legal,About right,Too much,Not applicable,Not applicable,Conservative,Republican,E. nor. central,$25000 or more,Female,Bachelor,39,Married,Ballot b
2012,Tv,Very happy,Protestant,Not legal,About right,About right,About right,About right,Moderate,Other,E. nor. central,$25000 or more,Female,High school,79,Married,Ballot c
2012,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,About right,Too little,About right,Moderate,Democrat,E. nor. central,$25000 or more,Female,Junior college,57,Married,Ballot b
2012,Tv,Not too happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,E. nor. central,$7000 to 7999,Male,High school,49,Divorced,Ballot c
2012,Not applicable,Very happy,Protestant,Not applicable,About right,Too little,Too little,Don't know,Conservative,Republican,E. nor. central,$20000 - 24999,Female,Bachelor,82,Widowed,Ballot a
2012,Tv,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Extrmly conservative,Republican,E. nor. central,Refused,Male,High school,55,Married,Ballot b
2012,Radio,Not too happy,None,Legal,Too harsh,Too little,Too little,Too little,Extremely liberal,Democrat,E. nor. central,$25000 or more,Male,High school,51,Never married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,E. nor. central,$20000 - 24999,Male,High school,73,Married,Ballot a
2012,Not applicable,Pretty happy,Protestant,Not legal,About right,About right,Too little,About right,Conservative,Republican,E. nor. central,$20000 - 24999,Male,Bachelor,78,Married,Ballot b
2012,Not applicable,Very happy,None,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Independent,E. nor. central,Refused,Female,Graduate,60,Married,Ballot a
2012,Newspapers,Very happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Democrat,E. nor. central,Refused,Male,High school,62,Married,Ballot b
2012,Tv,Pretty happy,Protestant,Don't know,Not harsh enough,Too little,Too little,Too little,Slghtly conservative,No answer,E. nor. central,Refused,Female,Junior college,65,Married,Ballot c
2012,Newspapers,Not too happy,Protestant,Legal,Not harsh enough,About right,Not applicable,Not applicable,Liberal,Independent,South atlantic,$20000 - 24999,Female,High school,44,Married,Ballot b
2012,Not applicable,Very happy,Protestant,Don't know,Not harsh enough,About right,About right,Too little,Liberal,Independent,South atlantic,$1000 to 2999,Female,Lt high school,20,Married,Ballot b
2012,Tv,Pretty happy,Protestant,Legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,South atlantic,$25000 or more,Female,Lt high school,62,Married,Ballot c
2012,Not applicable,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,About right,Liberal,Republican,South atlantic,$20000 - 24999,Male,High school,55,Never married,Ballot a
